967.18203,138739
966.15882,138421
965.13546,138210
964.11196,138079
963.0883,137732
962.06449,137468
961.04054,137471
960.01643,137115
958.99218,137026
957.96777,136732
956.94322,136591
955.91852,136300
954.89367,135989
953.86867,136003
952.84351,135688
951.81821,135441
950.79276,135211
949.76716,135252
948.74141,135031
947.71551,134774
946.68946,134531
945.66326,134323
944.63691,134009
943.61042,134183
942.58377,133879
941.55697,133890
940.53002,133385
939.50292,133581
938.47567,133258
937.44827,133230
936.42072,132705
935.39302,132558
934.36518,132544
933.33718,132650
932.30903,132603
931.28073,132536
930.25228,132455
929.22368,132249
928.19493,132274
927.16603,132023
926.13697,132039
925.10777,132046
924.07842,131723
923.04892,131737
922.01927,131542
920.98946,131444
919.95951,131283
918.9294,130986
917.89915,131001
916.86874,130942
915.83818,130814
914.80748,130466
913.77662,130167
912.74561,130307
911.71445,130309
910.68314,129816
909.65168,129967
908.62007,129735
907.5883,129587
906.55639,129120
905.52432,129020
904.49211,128776
903.45974,128359
902.42722,128236
901.39455,128063
900.36173,127808
899.32876,127598
898.29564,127347
897.26237,127115
896.22894,127206
895.19536,126787
894.16164,126543
893.12776,126286
892.09373,126101
891.05954,125648
890.02521,125463
888.99073,125243
887.95609,124993
886.9213,125016
885.88636,124672
884.85127,124308
883.81603,124119
882.78063,124009
881.74509,123818
880.70939,123673
879.67354,123342
878.63754,123499
877.60139,123017
876.56508,122961
875.52863,122731
874.49202,122464
873.45526,122240
872.41835,122290
871.38128,121891
870.34407,121846
869.3067,121634
868.26918,121262
867.2315,121357
866.19368,121183
865.1557,120829
864.11757,120692
863.07929,120493
862.04086,120340
861.00227,120336
859.96354,120027
858.92465,120006
857.8856,119752
856.84641,119394
855.80706,119638
854.76756,119302
853.72791,119225
852.6881,118978
851.64815,119057
850.60804,118918
849.56777,118842
848.52736,118520
847.48679,118601
846.44607,118348
845.40519,118274
844.36417,118218
843.32299,118176
842.28166,117976
841.24017,117896
840.19854,117826
839.15675,117574
838.1148,117420
837.07271,117368
836.03046,117175
834.98805,116971
833.9455,116899
832.90279,116838
831.85993,116647
830.81691,116471
829.77375,116264
828.73042,116192
827.68695,116026
826.64332,115805
825.59954,115863
824.55561,115561
823.51152,115690
822.46728,115106
821.42288,115034
820.37834,114893
819.33363,114814
818.28878,114601
817.24377,114397
816.19861,114190
815.15329,114333
814.10782,113838
813.0622,113569
812.01642,113459
810.97049,113184
809.92441,113164
808.87817,112954
807.83178,112852
806.78523,112597
805.73853,112294
804.69168,111982
803.64467,111815
802.59751,111581
801.5502,111439
800.50273,111217
799.4551,111021
798.40733,110605
797.35939,110511
796.31131,110203
795.26307,110094
794.21467,110154
793.16613,109674
792.11742,109412
791.06857,109384
790.01955,109166
788.97039,108679
787.92107,108572
786.87159,108362
785.82197,107960
784.77218,107809
783.72224,107585
782.67215,107356
781.6219,107381
780.5715,106991
779.52095,106623
778.47024,106470
777.41937,106330
776.36835,106136
775.31718,106051
774.26585,105827
773.21436,105512
772.16272,105440
771.11093,105251
770.05898,105104
769.00687,104632
767.95461,104637
766.9022,104518
765.84963,104483
764.79691,104226
763.74403,104365
762.69099,103981
761.6378,103885
760.58446,103691
759.53096,103634
758.4773,103365
757.42349,103252
756.36953,103083
755.31541,102788
754.26113,102821
753.2067,102520
752.15211,102690
751.09737,102467
750.04247,102392
748.98741,102458
747.93221,102155
746.87684,102292
745.82132,101946
744.76564,102161
743.70981,101931
742.65383,101713
741.59768,101695
740.54138,101452
739.48493,101404
738.42832,101394
737.37155,101394
736.31463,101110
735.25755,101114
734.20032,100935
733.14293,100735
732.08538,100601
731.02768,100421
729.96982,100392
728.91181,100168
727.85364,100178
726.79531,99765
725.73683,99626
724.67819,99626
723.61939,99193
722.56044,99133
721.50134,98734
720.44207,98740
719.38265,98442
718.32308,98311
717.26334,98054
716.20345,97714
715.14341,97428
714.0832,97404
713.02285,97075
711.96233,96955
710.90166,96639
709.84083,96547
708.77984,96088
707.7187,96103
706.6574,95662
705.59595,95657
704.53434,95195
703.47257,95120
702.41064,94886
701.34856,94747
700.28632,94372
699.22392,94283
698.16137,94101
697.09866,93820
696.03579,93581
694.97276,93324
693.90958,93123
692.84624,92964
691.78275,92944
690.71909,92686
689.65528,92416
688.59132,92160
687.52719,91893
686.46291,91755
685.39847,91456
684.33387,91473
683.26912,91141
682.20421,91093
681.13914,90827
680.07391,90754
679.00853,90613
677.94299,90531
676.87729,90276
675.81143,90326
674.74542,90280
673.67924,90065
672.61292,90142
671.54643,90068
670.47978,89809
669.41298,89759
668.34602,89629
667.2789,89580
666.21162,89361
665.14419,89410
664.0766,89359
663.00885,89169
661.94094,88937
660.87287,88688
659.80465,88645
658.73627,88555
657.66773,88308
656.59903,88397
655.53017,88334
654.46116,88215
653.39198,88052
652.32265,87884
651.25316,87840
650.18352,87714
649.11371,87477
648.04374,87557
646.97362,87484
645.90334,87240
644.8329,87313
643.7623,87036
642.69154,86947
641.62063,86766
640.54955,86724
639.47832,86431
638.40693,86303
637.33538,86142
636.26367,86017
635.1918,85858
634.11978,85681
633.04759,85624
631.97525,85426
630.90275,85183
629.83008,84906
628.75726,85024
627.68428,84715
626.61115,84394
625.53785,84227
624.46439,83954
623.39078,83895
622.317,83464
621.24307,83614
620.16897,83234
619.09472,83065
618.02031,82907
616.94574,82699
615.87101,82725
614.79612,82270
613.72107,82152
612.64586,81975
611.5705,81962
610.49497,81604
609.41928,81300
608.34344,81105
607.26743,81112
606.19127,80983
605.11494,80494
604.03846,80388
602.96181,80284
601.88501,80177
600.80805,79934
599.73093,79888
598.65364,79690
597.5762,79548
596.4986,79327
595.42084,79120
594.34291,79013
593.26483,78892
592.18659,78751
591.10819,78642
590.02963,78566
588.95091,78691
587.87202,78375
586.79298,78380
585.71378,78287
584.63442,78191
583.55489,78085
582.47521,77839
581.39537,77995
580.31537,77933
579.2352,77790
578.15488,77451
577.07439,77404
575.99375,77458
574.91294,77299
573.83198,77178
572.75085,77035
571.66957,77122
570.58812,76873
569.50651,76781
568.42474,76621
567.34281,76445
566.26072,76355
565.17847,76124
564.09606,76197
563.01349,75959
561.93076,75707
560.84786,75783
559.76481,75433
558.6816,75478
557.59822,75370
556.51468,75262
555.43098,75142
554.34713,74905
553.2631,74783
552.17892,74674
551.09458,74325
550.01008,74180
548.92541,74155
547.84059,74054
546.7556,73853
545.67045,73856
544.58514,73516
543.49967,73490
542.41404,73282
541.32825,73200
540.24229,73025
539.15618,72724
538.0699,72700
536.98346,72348
535.89686,72242
534.8101,72080
533.72317,71873
532.63609,71598
531.54884,71474
530.46143,71244
529.37386,71252
528.28613,70837
527.19824,70797
526.11018,70550
525.02196,70499
523.93358,70171
522.84504,70095
521.75634,69965
520.66747,69881
519.57845,69791
518.48926,69617
517.39991,69476
516.31039,69455
515.22072,69249
514.13088,69039
513.04088,68882
511.95072,68950
510.8604,68795
509.76991,68696
508.67926,68631
507.58845,68512
506.49748,68491
505.40634,68213
504.31504,68140
503.22358,68107
502.13196,67938
501.04018,67978
499.94823,67874
498.85612,67919
497.76384,67725
496.67141,67533
495.57881,67487
494.48605,67541
493.39313,67531
492.30004,67393
491.20679,67260
490.11338,67275
489.01981,67276
487.92607,67105
486.83217,67023
485.73811,67071
484.64388,66879
483.54949,66807
482.45494,66661
481.36022,66655
480.26534,66572
479.1703,66566
478.0751,66283
476.97973,66206
475.8842,66116
474.78851,66028
473.69265,65756
472.59663,65695
471.50045,65474
470.4041,65225
469.30759,64847
468.21092,64822
467.11408,64490
466.01708,64421
464.91991,64053
463.82259,63846
462.72509,63694
461.62744,63473
460.52962,63234
459.43164,63091
458.33349,63004
457.23518,62685
456.13671,62517
455.03808,62593
453.93927,62285
452.84031,62219
451.74118,62008
450.64189,61955
449.54243,61752
448.44281,61406
447.34303,61534
446.24308,61259
445.14297,61203
444.04269,60874
442.94225,60778
441.84165,60584
440.74088,60527
439.63995,60422
438.53885,60350
437.43759,60349
436.33617,60200
435.23458,59953
434.13282,60047
433.03091,59819
431.92882,60075
430.82658,59810
429.72416,59656
428.62159,59599
427.51885,59528
426.41594,59437
425.31287,59253
424.20964,59156
423.10624,59230
422.00268,59219
420.89895,59119
419.79506,58931
418.691,58767
417.58678,58727
416.48239,58583
415.37784,58672
414.27312,58437
413.16824,58522
412.06319,58423
410.95798,58217
409.8526,58047
408.74706,57819
407.64136,57722
406.53548,57501
405.42945,57530
404.32325,57356
403.21688,57420
402.11035,57218
401.00365,57060
399.89679,56812
398.78976,56853
397.68256,56668
396.57521,56239
395.46768,56244
394.35999,56148
393.25214,56005
392.14412,55761
391.03593,55621
389.92758,55369
388.81906,55333
387.71038,55333
386.60153,55320
385.49252,55130
384.38334,54940
383.27399,54930
382.16448,54447
381.0548,54433
379.94496,54331
378.83495,54240
377.72478,54126
376.61444,53937
375.50393,53967
374.39326,53868
373.28242,53762
372.17142,53559
371.06025,53410
369.94891,53232
368.83741,53227
367.72574,53114
366.6139,53056
365.5019,52976
364.38974,52956
363.2774,52855
362.1649,52793
361.05224,52722
359.9394,52623
358.82641,52571
357.71324,52481
356.59991,52377
355.48641,52215
354.37275,52364
353.25891,52242
352.14492,52266
351.03075,51904
349.91642,52154
348.80192,51838
347.68726,51699
346.57243,51534
345.45743,51338
344.34227,51443
343.22694,51136
342.11144,51135
340.99577,51147
339.87994,50851
338.76394,50616
337.64778,50631
336.53144,50392
335.41494,50336
334.29828,50170
333.18144,50121
332.06444,49777
330.94727,49783
329.82994,49688
328.71244,49391
327.59477,49306
326.47693,49224
325.35893,48945
324.24075,48827
323.12242,48771
322.00391,48667
320.88524,48402
319.76639,48275
318.64739,48185
317.52821,48064
316.40887,47948
315.28936,47936
314.16968,47817
313.04983,47743
311.92982,47583
310.80963,47486
309.68929,47507
308.56877,47409
307.44808,47331
306.32723,47202
305.20621,47154
304.08502,46999
302.96367,47084
301.84214,46944
300.72045,46844
299.59859,46827
298.47656,46733
297.35437,46720
296.232,46628
295.10947,46506
293.98677,46509
292.8639,46437
291.74086,46356
290.61766,46161
289.49428,46180
288.37074,46127
287.24703,46123
286.12315,46063
284.99911,45939
283.87489,45653
282.75051,45732
281.62596,45417
280.50124,45246
279.37635,45294
278.25129,45012
277.12607,45036
276.00067,44856
274.87511,44784
273.74938,44609
272.62347,44473
271.49741,44360
270.37117,44209
269.24476,44167
268.11818,44029
266.99144,43790
265.86453,43804
264.73744,43628
263.61019,43384
262.48277,43284
261.35518,43169
260.22742,42976
259.0995,42865
257.9714,42686
256.84313,42630
255.7147,42548
254.5861,42344
253.45732,42363
252.32838,42440
251.19927,42168
250.06999,42107
248.94054,42067
247.81092,42081
246.68113,41949
245.55117,41967
244.42104,41761
243.29074,41781
242.16028,41616
241.02964,41692
239.89883,41455
238.76786,41440
237.63671,41386
236.5054,41393
235.37391,41280
234.24226,41227
233.11043,41111
231.97844,40935
230.84628,40831
229.71394,40762
228.58144,40668
227.44876,40398
226.31592,40395
225.18291,40309
224.04972,40262
222.91637,40032
221.78285,39943
220.64915,39772
219.51529,39711
218.38125,39566
217.24705,39306
216.11268,39107
214.97813,39004
213.84342,38960
212.70853,38863
211.57348,38776
210.43825,38696
209.30285,38532
208.16729,38385
207.03155,38431
205.89564,38211
204.75956,38218
203.62332,38138
202.4869,38053
201.35031,37928
200.21355,37931
199.07661,37750
197.93951,37717
196.80224,37750
195.6648,37614
194.52718,37671
193.3894,37622
192.25144,37592
191.11331,37450
189.97502,37407
188.83655,37473
187.69791,37264
186.5591,37340
185.42012,37134
184.28096,37153
183.14164,37102
182.00215,37118
180.86248,36883
179.72264,36815
178.58263,36760
177.44245,36590
176.3021,36270
175.16158,36192
174.02089,36171
172.88002,36019
171.73899,35920
170.59778,35676
169.4564,35554
168.31485,35367
167.17313,35355
166.03123,35261
164.88917,35076
163.74693,34979
162.60452,34910
161.46194,34930
160.31919,34860
159.17627,34745
158.03317,34719
156.8899,34741
155.74646,34759
154.60285,34593
153.45907,34589
152.31512,34546
151.17099,34435
150.02669,34396
148.88222,34405
147.73758,34426
146.59276,34271
145.44778,34206
144.30262,34052
143.15729,33977
142.01178,33964
140.86611,33876
139.72026,33754
138.57424,33675
137.42805,33501
136.28169,33423
135.13515,33332
133.98844,33278
132.84156,33139
131.6945,32995
130.54728,32924
129.39988,32925
128.25231,32769
127.10456,32607
125.95665,32700
124.80856,32560
123.66029,32523
122.51186,32461
121.36325,32394
120.21447,32344
119.06552,32345
117.91639,32259
116.76709,32337
115.61762,32119
114.46798,32004
113.31816,32059
112.16817,32012
111.01801,31793
109.86767,31782
108.71716,31631
107.56648,31626
106.41562,31511
105.26459,31412
104.11339,31257
102.96202,31277
101.81047,31049
100.65875,30992
99.506853,31012
98.354785,30929
97.202543,30895
96.050128,30761
94.89754,30711
93.744778,30603
92.591843,30584
91.438734,30465
90.285451,30282
89.131995,30239
87.978366,30192
86.824563,30404
85.670586,30445
84.516436,30339
83.362111,30387
82.207613,30421
81.052942,30295
79.898096,30124
78.743077,29898
